Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
115,873.4976,73.49763,0,0.6533334,300,200,300
116,873.206,73.20601,0,0.6399999,300,200,300
117,873.8273,73.82735,0,0.6399999,300,200,300
118,875.8681,75.8681,0,0.6533334,300,200,300
119,875.4556,75.45557,0,0.6399999,300,200,300
120,873.3929,73.39293,0,0.6533334,300,200,300
121,875.0818,75.08179,0,0.6466668,300,200,300
122,874.0143,74.01427,0,0.6533334,300,200,300
123,872.8375,72.83745,0,0.6399999,300,200,300
124,873.0983,73.0983,0,0.6533334,300,200,300
125,873.2753,73.27527,0,0.6613334,300,200,300
126,875.0313,75.03132,0,0.6613334,300,200,300
127,874.2022,74.20219,0,0.6533334,300,200,300
128,874.9707,74.97073,0,0.6533334,300,200,300
129,875.8564,75.85638,0,0.6399999,300,200,300
130,875.2911,75.29107,0,0.6533334,300,200,300
131,877.8762,77.87624,0,0.6533334,300,200,300
132,872.6728,72.67278,0,0.6533334,300,200,300
133,875.4169,75.41686,0,0.73,300,200,300
134,873.0797,73.0797,0,0.73,300,200,300
135,875.8513,75.8513,0,0.6533334,300,200,300
136,873.7723,73.77235,0,0.6533334,300,200,300
137,876.4288,76.42883,0,0.6533334,300,200,300
138,876.7808,76.78076,0,0.6533334,300,200,300
139,876.2032,76.20322,0,0.6666667,300,200,300
140,877.2544,77.2544,0,0.6533334,300,200,300
141,876.9799,76.97988,0,0.6533334,300,200,300
142,877.1933,77.19328,0,0.6533334,300,200,300
143,876.2256,76.22562,0,0.6479999,300,200,300
144,876.2898,76.28979,0,0.6613334,300,200,300
145,876.1966,76.19659,0,0.6613334,300,200,300
146,875.4123,75.41228,0,0.6533334,300,200,300
147,877.0232,77.02318,0,0.6666667,300,200,300
148,878.7206,78.72066,0,0.6613334,300,200,300
149,878.9697,78.9697,0,0.6533334,300,200,300
150,878.4141,78.41406,0,0.6746668,300,200,300
151,877.8971,77.89713,0,0.6746668,300,200,300
152,879.0308,79.03082,0,0.6666667,300,200,300
153,878.2103,78.21034,0,0.6666667,300,200,300
154,876.1772,76.17724,0,0.6906667,300,200,300
155,878.3056,78.30558,0,0.6666667,300,200,300
156,878.8047,78.8047,0,0.6666667,300,200,300
157,877.6613,77.66133,0,0.6666667,300,200,300
158,873.8273,73.82735,0,0.6666667,300,200,300
159,878.1681,78.16808,0,0.6666667,300,200,300
160,877.2539,77.25389,0,0.6666667,300,200,300
161,876.6157,76.61575,0,0.6533334,300,200,300
162,876.4736,76.47365,0,0.6666667,300,200,300
163,878.3046,78.30457,0,0.6746668,300,200,300
164,875.6919,75.69188,0,0.6746668,300,200,300
165,877.3588,77.3588,0,0.6666667,300,200,300
166,875.8732,75.87319,0,0.6533334,300,200,300
167,874.3662,74.36619,0,0.6746668,300,200,300
168,875.6883,75.68831,0,0.6826667,300,200,300
169,876.9626,76.96257,0,0.6533334,300,200,300
170,876.2205,76.22053,0,0.6666667,300,200,300
171,877.3919,77.39191,0,0.6746668,300,200,300
172,878.0626,78.06264,0,0.6666667,300,200,300
173,875.8905,75.8905,0,0.6566668,300,200,300
174,877.5457,77.54571,0,0.6666667,300,200,300
175,876.325,76.32494,0,0.6666667,300,200,300
176,875.917,75.91699,0,0.6666667,300,200,300
177,877.7714,77.77133,0,0.6666667,300,200,300
178,875.9954,75.99542,0,0.6566668,300,200,300
179,878.8551,78.8551,0,0.6666667,300,200,300
180,879.6129,79.61295,0,0.6746668,300,200,300
181,879.6083,79.60835,0,0.6533334,300,200,300
182,879.4429,79.44284,0,0.6800001,300,200,300
183,876.5557,76.55564,0,0.6533334,300,200,300
184,878.3107,78.31067,0,0.6700001,300,200,300
185,877.4886,77.48868,0,0.6533334,300,200,300
186,876.9682,76.96818,0,0.6533334,300,200,300
187,874.713,74.71302,0,0.6533334,300,200,300
188,876.4691,76.46906,0,0.6566668,300,200,300
189,877.48,77.48001,0,0.6666667,300,200,300
190,876.55,76.55004,0,0.6533334,300,200,300
191,877.2926,77.2926,0,0.6533334,300,200,300
192,878.7614,78.76141,0,0.6533334,300,200,300
193,876.385,76.38503,0,0.6533334,300,200,300
194,877.9196,77.91954,0,0.6533334,300,200,300
195,875.8513,75.85129,0,0.6533334,300,200,300
196,877.1938,77.19379,0,0.6533334,300,200,300
197,875.7912,75.79119,0,0.6533334,300,200,300
198,876.4899,76.48994,0,0.6533334,300,200,300
199,875.5661,75.56609,0,0.6533334,300,200,300
200,877.9363,77.93634,0,0.6533334,300,200,300
201,878.0234,78.02343,0,0.6533334,300,200,300
202,876.4951,76.49504,0,0.6533334,300,200,300
203,877.6328,77.6328,0,0.6533334,300,200,300
204,879.6302,79.63026,0,0.6533334,300,200,300
205,878.6407,78.6407,0,0.6533334,300,200,300
206,876.2037,76.20372,0,0.6733334,300,200,300
207,877.2763,77.2763,0,0.6813334,300,200,300
208,875.0486,75.04863,0,0.6533334,300,200,300
209,879.7902,79.79018,0,0.6533334,300,200,300
210,877.1327,77.13268,0,0.6533334,300,200,300
211,877.2376,77.23759,0,0.6733334,300,200,300
212,876.7369,76.73695,0,0.6733334,300,200,300
213,876.1212,76.12121,0,0.6566668,300,200,300
214,874.3234,74.32341,0,0.6733334,300,200,300
215,877.1337,77.13369,0,0.6533334,300,200,300
216,875.8513,75.8513,0,0.6533334,300,200,300
217,876.2419,76.24191,0,0.6533334,300,200,300
218,876.2867,76.28674,0,0.6733334,300,200,300
219,878.6407,78.6407,0,0.6733334,300,200,300
220,876.367,76.36702,0,0.6533334,300,200,300
221,875.6369,75.63688,0,0.6766667,300,200,300
222,877.1332,77.13319,0,0.6733334,300,200,300
223,879.509,79.50905,0,0.6533334,300,200,300
224,874.4716,74.4716,0,0.6533334,300,200,300
225,877.3583,77.3583,0,0.6733334,300,200,300
226,877.5788,77.57882,0,0.6766667,300,200,300
227,876.3244,76.32442,0,0.6733334,300,200,300
228,876.9457,76.94576,0,0.6533334,300,200,300
229,877.4678,77.46779,0,0.6733334,300,200,300
230,876.1768,76.17673,0,0.6533334,300,200,300
231,875.4817,75.4817,0,0.6766667,300,200,300
232,877.0288,77.02879,0,0.6813334,300,200,300
233,876.7808,76.78075,0,0.6813334,300,200,300
234,878.7013,78.7013,0,0.6533334,300,200,300
235,876.9519,76.95187,0,0.6533334,300,200,300
236,876.6172,76.61726,0,0.6533334,300,200,300
237,879.7953,79.79527,0,0.6733334,300,200,300
238,877.8314,77.83143,0,0.6766667,300,200,300
239,877.5233,77.52331,0,0.6533334,300,200,300
240,876.7813,76.78126,0,0.6733334,300,200,300
241,878.5638,78.56379,0,0.6533334,300,200,300
242,875.3512,75.35117,0,0.6813334,300,200,300
243,875.8686,75.8686,0,0.6733334,300,200,300
244,877.4795,77.47951,0,0.6733334,300,200,300
245,876.985,76.98499,0,0.6733334,300,200,300
246,878.3973,78.39726,0,0.6733334,300,200,300
247,876.4288,76.42883,0,0.6613334,300,200,300
248,877.0069,77.00687,0,0.6733334,300,200,300
249,877.7714,77.77133,0,0.6733334,300,200,300
250,876.2037,76.20372,0,0.6733334,300,200,300
251,875.6257,75.62568,0,0.6733334,300,200,300
252,877.3425,77.3425,0,0.6613334,300,200,300
253,875.1918,75.19176,0,0.6533334,300,200,300
254,876.743,76.74307,0,0.6613334,300,200,300
255,875.615,75.61497,0,0.6559999,300,200,300
256,877.5671,77.5671,0,0.6533334,300,200,300
257,876.22,76.22002,0,0.6533334,300,200,300
258,877.2819,77.28189,0,0.6733334,300,200,300
259,877.59,77.59002,0,0.6733334,300,200,300
260,878.1722,78.17216,0,0.6693334,300,200,300
261,876.4731,76.47314,0,0.6766667,300,200,300
262,877.5238,77.52381,0,0.6533334,300,200,300
263,879.097,79.09703,0,0.6533334,300,200,300
264,876.3693,76.36924,0,0.6733334,300,200,300
265,876.6326,76.63255,0,0.6533334,300,200,300
266,875.9725,75.9725,0,0.6533334,300,200,300
267,875.8518,75.8518,0,0.6733334,300,200,300
268,877.3369,77.33691,0,0.6613334,300,200,300
269,878.2053,78.20525,0,0.6766668,300,200,300
270,876.9519,76.95187,0,0.6766667,300,200,300
271,878.1951,78.19507,0,0.6533334,300,200,300
272,875.7978,75.79781,0,0.6533334,300,200,300
273,874.8842,74.88414,0,0.6533334,300,200,300
274,875.9786,75.97861,0,0.6566668,300,200,300
275,879.3665,79.36644,0,0.6733334,300,200,300
276,876.9957,76.99568,0,0.6533334,300,200,300
277,876.9463,76.94627,0,0.6733334,300,200,300
278,876.3081,76.30813,0,0.6566668,300,200,300
279,875.8248,75.82481,0,0.6653334,300,200,300
280,876.2694,76.26942,0,0.6593334,300,200,300
281,876.2047,76.20473,0,0.6733334,300,200,300
282,879.1571,79.15712,0,0.6733334,300,200,300
283,877.0675,77.06748,0,0.6533334,300,200,300
284,875.6042,75.60428,0,0.6533334,300,200,300
285,879.0308,79.03082,0,0.6533334,300,200,300
286,877.9241,77.92413,0,0.6766667,300,200,300
287,875.9068,75.90681,0,0.6813334,300,200,300
288,877.0889,77.08887,0,0.6533334,300,200,300
289,877.1765,77.17648,0,0.6533334,300,200,300
290,880.9498,80.94984,0,0.6533334,300,200,300
291,878.7777,78.77769,0,0.6613334,300,200,300
292,877.2539,77.25389,0,0.6533334,300,200,300
293,881.094,81.09396,0,0.6900001,300,200,300
294,877.1174,77.11739,0,0.6866667,300,200,300
295,878.9926,78.99262,0,0.6533334,300,200,300
296,876.2857,76.28572,0,0.6813334,300,200,300
297,877.9587,77.95875,0,0.6946667,300,200,300
298,877.9904,77.99033,0,0.6766667,300,200,300
299,877.5722,77.57219,0,0.6533334,300,200,300
300,881.1199,81.11995,0,0.6733334,300,200,300
301,878.7441,78.74409,0,0.6733334,300,200,300
302,876.6769,76.67686,0,0.6533334,300,200,300
303,877.1062,77.10619,0,0.6566668,300,200,300
304,875.3344,75.33435,0,0.6733334,300,200,300
305,878.4747,78.47467,0,0.6733334,300,200,300
306,877.177,77.17699,0,0.6533334,300,200,300
307,878.6239,78.62389,0,0.6533334,300,200,300
308,876.8297,76.82965,0,0.6733334,300,200,300
309,876.769,76.76904,0,0.6733334,300,200,300
310,878.8653,78.8653,0,0.6533334,300,200,300
311,876.7258,76.72575,0,0.6733334,300,200,300
312,877.9252,77.92514,0,0.6733334,300,200,300
313,875.9557,75.95569,0,0.6733334,300,200,300
314,875.6267,75.62669,0,0.6733334,300,200,300
315,875.7474,75.74739,0,0.6733334,300,200,300
316,878.7008,78.7008,0,0.6533334,300,200,300
317,875.6924,75.69239,0,0.6533334,300,200,300
318,877.0894,77.08939,0,0.6533334,300,200,300
319,876.6769,76.67686,0,0.6766668,300,200,300
320,876.9244,76.92438,0,0.6766667,300,200,300
321,875.8574,75.8574,0,0.6733334,300,200,300
322,877.6501,77.65012,0,0.6533334,300,200,300
323,876.0336,76.03362,0,0.6533334,300,200,300
324,878.5964,78.5964,0,0.6733334,300,200,300
325,878.1238,78.12376,0,0.6733334,300,200,300
326,879.261,79.26102,0,0.6733334,300,200,300
327,876.8592,76.85918,0,0.6733334,300,200,300
328,877.6506,77.65063,0,0.6533334,300,200,300
329,876.496,76.49606,0,0.6533334,300,200,300
330,877.2371,77.23708,0,0.6733334,300,200,300
331,876.0988,76.09881,0,0.6733334,300,200,300
332,877.1887,77.1887,0,0.6733334,300,200,300
333,879.3604,79.36033,0,0.6766668,300,200,300
334,877.5401,77.54012,0,0.6533334,300,200,300
335,877.3099,77.30991,0,0.6533334,300,200,300
336,877.9363,77.93634,0,0.6533334,300,200,300
337,878.0021,78.00204,0,0.6733334,300,200,300
338,878.3535,78.35346,0,0.6733334,300,200,300
339,877.2355,77.23555,0,0.6800001,300,200,300
340,878.4528,78.45277,0,0.6733334,300,200,300
341,880.0815,80.08149,0,0.6733334,300,200,300
342,877.0721,77.07207,0,0.6733334,300,200,300
343,877.1276,77.12758,0,0.6733334,300,200,300
344,876.6769,76.67685,0,0.6733334,300,200,300
345,880.0815,80.08149,0,0.6399999,300,200,300
346,877.4357,77.43571,0,0.6733334,300,200,300
347,875.2299,75.22994,0,0.6533334,300,200,300
348,877.9965,77.99644,0,0.6533334,300,200,300
349,877.2763,77.2763,0,0.6766667,300,200,300
350,879.5702,79.57017,0,0.6533334,300,200,300
351,876.903,76.90298,0,0.6533334,300,200,300
352,876.1528,76.15279,0,0.6766668,300,200,300
353,876.7261,76.72606,0,0.6533334,300,200,300
354,877.2371,77.23708,0,0.6733334,300,200,300
355,876.385,76.38503,0,0.6533334,300,200,300
356,878.8368,78.83678,0,0.6766668,300,200,300
357,875.9185,75.91852,0,0.6733334,300,200,300
358,879.4597,79.45965,0,0.6733334,300,200,300
359,878.1008,78.10085,0,0.6533334,300,200,300
360,878.1675,78.16756,0,0.6733334,300,200,300
361,875.6425,75.64249,0,0.6733334,300,200,300
362,877.7107,77.71069,0,0.6766667,300,200,300
363,876.8414,76.84136,0,0.6533334,300,200,300
364,878.9702,78.97021,0,0.6733334,300,200,300
365,875.8075,75.80749,0,0.6533334,300,200,300
366,876.8851,76.88515,0,0.6733334,300,200,300
367,878.0026,78.00256,0,0.6733334,300,200,300
368,877.6389,77.6389,0,0.6566668,300,200,300
369,876.7981,76.79808,0,0.6733334,300,200,300
370,877.5778,77.57779,0,0.6566668,300,200,300
371,876.5526,76.55257,0,0.6733334,300,200,300
372,879.2172,79.21722,0,0.6733334,300,200,300
373,878.2878,78.28777,0,0.6733334,300,200,300
374,878.8322,78.83218,0,0.6733334,300,200,300
375,877.9965,77.99644,0,0.6733334,300,200,300
376,876.9463,76.94627,0,0.6733334,300,200,300
377,878.3056,78.30558,0,0.6733334,300,200,300
378,878.8047,78.8047,0,0.6733334,300,200,300
379,877.3415,77.34148,0,0.6733334,300,200,300
380,877.7596,77.75961,0,0.6766668,300,200,300
381,876.8419,76.84187,0,0.6533334,300,200,300
382,878.5633,78.56329,0,0.6533334,300,200,300
383,875.0211,75.02113,0,0.6766667,300,200,300
384,876.3142,76.31423,0,0.6733334,300,200,300
385,876.4182,76.41813,0,0.6533334,300,200,300
386,875.2457,75.24574,0,0.6933333,300,200,300
387,876.985,76.98499,0,0.6733334,300,200,300
388,875.5223,75.52229,0,0.6733334,300,200,300
389,877.2539,77.25389,0,0.6733334,300,200,300
390,880.4935,80.49352,0,0.6733334,300,200,300
391,878.1614,78.16145,0,0.6733334,300,200,300
392,876.1604,76.16042,0,0.6733334,300,200,300
393,876.6646,76.66463,0,0.6766667,300,200,300
394,876.9463,76.94627,0,0.6733334,300,200,300
395,879.4871,79.48714,0,0.6533334,300,200,300
396,874.9824,74.98244,0,0.6733334,300,200,300
397,875.395,75.39496,0,0.6733334,300,200,300
398,875.973,75.97301,0,0.6733334,300,200,300
399,876.4675,76.46754,0,0.6766667,300,200,300
400,880.4161,80.4161,0,0.6733334,300,200,300
401,877.7108,77.71073,0,0.6733334,300,200,300
402,877.3206,77.3206,0,0.6733334,300,200,300
403,879.1515,79.15152,0,0.6733334,300,200,300
404,880.6081,80.60811,0,0.6766667,300,200,300
405,878.574,78.57398,0,0.6733334,300,200,300
406,877.8268,77.82684,0,0.6733334,300,200,300
407,876.8235,76.82353,0,0.6810001,300,200,300
408,879.5864,79.58646,0,0.6766667,300,200,300
409,875.3563,75.35626,0,0.6733334,300,200,300
410,877.15,77.14999,0,0.6733334,300,200,300
411,878.4579,78.45786,0,0.6766667,300,200,300
412,876.9677,76.96767,0,0.6766667,300,200,300
413,877.2982,77.29819,0,0.6733334,300,200,300
414,878.4752,78.47517,0,0.6766668,300,200,300
415,876.083,76.08302,0,0.6733334,300,200,300
416,878.1671,78.16705,0,0.6733334,300,200,300
417,877.5462,77.54623,0,0.6733334,300,200,300
418,876.902,76.90196,0,0.6733334,300,200,300
419,877.6058,77.60581,0,0.6733334,300,200,300
420,876.985,76.98499,0,0.6766667,300,200,300
421,878.8047,78.8047,0,0.6733334,300,200,300
422,877.9414,77.94144,0,0.6733334,300,200,300
423,876.3132,76.31322,0,0.6733334,300,200,300
424,877.0726,77.07258,0,0.6733334,300,200,300
425,876.2918,76.29182,0,0.6733334,300,200,300
426,876.7202,76.72015,0,0.6800001,300,200,300
427,875.643,75.64299,0,0.6733334,300,200,300
428,877.9359,77.93583,0,0.6733334,300,200,300
429,876.5505,76.55055,0,0.6733334,300,200,300
430,875.7474,75.7474,0,0.6733334,300,200,300
431,877.8752,77.87523,0,0.6733334,300,200,300
432,876.4462,76.44614,0,0.6733334,300,200,300
433,877.2539,77.25389,0,0.6733334,300,200,300
434,878.574,78.57399,0,0.6733334,300,200,300
435,879.5034,79.50345,0,0.6733334,300,200,300
436,877.9965,77.99644,0,0.6766668,300,200,300
437,878.386,78.38605,0,0.6766667,300,200,300
438,877.7102,77.71022,0,0.6866668,300,200,300
439,877.5019,77.50191,0,0.6833335,300,200,300
440,879.4871,79.48714,0,0.6766668,300,200,300
441,876.7975,76.79756,0,0.6766667,300,200,300
442,877.4092,77.40922,0,0.6733334,300,200,300
443,876.4298,76.42984,0,0.6733334,300,200,300
444,877.6501,77.65012,0,0.6433334,300,200,300
445,879.7347,79.73466,0,0.6733334,300,200,300
446,877.4408,77.4408,0,0.6766668,300,200,300
447,876.572,76.57195,0,0.6733334,300,200,300
448,875.2794,75.27935,0,0.6733334,300,200,300
449,874.3285,74.32849,0,0.6733334,300,200,300
450,876.4075,76.40744,0,0.6733334,300,200,300
451,875.3512,75.35117,0,0.6733334,300,200,300
452,879.3654,79.36543,0,0.6733334,300,200,300
453,876.5557,76.55564,0,0.6766667,300,200,300
454,876.9463,76.94627,0,0.6733334,300,200,300
455,876.6331,76.63306,0,0.6733334,300,200,300
456,878.5745,78.57449,0,0.6533334,300,200,300
457,877.8085,77.8085,0,0.6766667,300,200,300
458,875.5819,75.58188,0,0.6533334,300,200,300
459,878.5083,78.50829,0,0.6733334,300,200,300
460,880.3509,80.35091,0,0.6733334,300,200,300
461,877.7708,77.77083,0,0.6533334,300,200,300
462,877.5895,77.58951,0,0.6733334,300,200,300
463,875.3512,75.35117,0,0.6533334,300,200,300
464,875.4117,75.41177,0,0.6733334,300,200,300
465,877.6945,77.69443,0,0.6833333,300,200,300
466,879.8396,79.83958,0,0.6733334,300,200,300
467,880.9941,80.99415,0,0.6733334,300,200,300
468,877.4367,77.43672,0,0.6766667,300,200,300
469,878.0458,78.04584,0,0.6733334,300,200,300
470,875.5778,75.57779,0,0.6733334,300,200,300
471,876.1915,76.1915,0,0.6533334,300,200,300
472,876.4349,76.43494,0,0.6533334,300,200,300
473,875.7357,75.73569,0,0.6833333,300,200,300
474,878.0749,78.07487,0,0.6733334,300,200,300
475,878.4528,78.45277,0,0.6833333,300,200,300
476,876.2643,76.26433,0,0.6833333,300,200,300
477,877.1938,77.19379,0,0.6733334,300,200,300
478,876.325,76.32494,0,0.6533334,300,200,300
479,875.6863,75.68628,0,0.6833333,300,200,300
480,876.2542,76.25414,0,0.6833333,300,200,300
481,876.2643,76.26433,0,0.6833333,300,200,300
482,877.4963,77.49632,0,0.6833333,300,200,300
483,875.2737,75.27375,0,0.6833333,300,200,300
484,875.7525,75.75249,0,0.691,300,200,300
485,875.0482,75.04813,0,0.6833333,300,200,300
486,876.0769,76.0769,0,0.6833333,300,200,300
487,874.8612,74.86122,0,0.6833333,300,200,300
488,874.9774,74.97734,0,0.6866667,300,200,300
489,876.6819,76.68195,0,0.67,300,200,300
490,878.3932,78.39317,0,0.6833333,300,200,300
491,877.4138,77.4138,0,0.678,300,200,300
492,876.8638,76.86377,0,0.67,300,200,300
493,875.5818,75.58187,0,0.6833333,300,200,300
494,875.4622,75.46219,0,0.6833333,300,200,300
495,878.5745,78.57449,0,0.67,300,200,300
496,876.8851,76.88516,0,0.6833333,300,200,300
497,877.9587,77.95876,0,0.6833333,300,200,300
498,876.902,76.90196,0,0.6833333,300,200,300
499,875.8686,75.86861,0,0.7063333,300,200,300
500,880.356,80.356,0,0.67,300,200,300
501,879.0354,79.0354,0,0.67,300,200,300
502,879.1958,79.19582,0,0.6833333,300,200,300
503,875.043,75.04304,0,0.6833333,300,200,300
504,876.6544,76.65444,0,0.6833333,300,200,300
505,875.2967,75.29667,0,0.6833333,300,200,300
506,878.381,78.38095,0,0.6866667,300,200,300
507,881.1199,81.11995,0,0.6833333,300,200,300
508,876.7202,76.72015,0,0.6833333,300,200,300
509,876.3743,76.37434,0,0.6833333,300,200,300
510,875.043,75.04304,0,0.6833333,300,200,300
511,875.1525,75.15254,0,0.6866667,300,200,300
512,878.1793,78.17927,0,0.6833333,300,200,300
513,875.9776,75.97759,0,0.6833333,300,200,300
514,878.9865,78.98651,0,0.6833333,300,200,300
515,877.9852,77.98524,0,0.6833333,300,200,300
516,876.1273,76.12733,0,0.6833333,300,200,300
517,879.5696,79.56966,0,0.6833333,300,200,300
518,876.2582,76.25822,0,0.6866667,300,200,300
519,878.9091,78.9091,0,0.6833333,300,200,300
520,875.4607,75.46066,0,0.6833333,300,200,300
521,875.5651,75.56506,0,0.6833333,300,200,300
522,876.3682,76.36823,0,0.6833333,300,200,300
523,879.7784,79.77846,0,0.6833333,300,200,300
524,875.5162,75.51617,0,0.6833333,300,200,300
525,875.7362,75.73619,0,0.69,300,200,300
526,877.1164,77.11638,0,0.6833333,300,200,300
527,879.8997,79.89967,0,0.6833333,300,200,300
528,875.9338,75.9338,0,0.6399999,300,200,300
529,876.0387,76.03871,0,0.6833333,300,200,300
530,876.8903,76.89025,0,0.6833333,300,200,300
531,876.9626,76.96257,0,0.6833333,300,200,300
532,876.2475,76.24752,0,0.6833333,300,200,300
533,877.315,77.315,0,0.6833333,300,200,300
534,878.0571,78.05704,0,0.6833333,300,200,300
