Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
52,865.019,66.44124,0,0.7,300,198.5778,300
53,866.5524,67.44127,0,0.698,300,199.1111,300
54,866.6226,67.51153,0,0.7246667,300,199.1111,300
55,864.4011,65.29002,0,0.724,300,199.1111,300
56,867.9866,68.87549,0,0.6986667,300,199.1111,300
57,865.0699,65.9588,0,0.7433333,300,199.1111,300
58,868.9052,69.79407,0,0.7086667,300,199.1111,300
59,866.9599,68.64879,0,0.7186667,300,198.3111,300
60,868.562,69.45092,0,0.6886667,300,199.1111,300
61,869.4489,70.33781,0,0.7133334,300,199.1111,300
62,867.1846,68.07343,0,0.71,300,199.1111,300
63,868.1569,69.04575,0,0.6886667,300,199.1111,300
64,868.5169,69.40582,0,0.6973333,300,199.1111,300
65,867.2692,68.15804,0,0.6966667,300,199.1111,300
66,870.2266,71.11543,0,0.7113334,300,199.1111,300
67,865.1904,66.07931,0,0.6906666,300,199.1111,300
68,869.7397,71.69533,0,0.7186666,300,198.0444,300
69,866.9814,67.87027,0,0.7206667,300,199.1111,300
70,868.831,69.71989,0,0.7113334,300,199.1111,300
71,878.1558,79.0447,0,0.6966667,300,199.1111,300
72,870.5771,71.466,0,0.7193334,300,199.1111,300
73,875.2845,76.17336,0,0.7173333,300,199.1111,300
74,873.0925,73.98133,0,0.75,300,199.1111,300
75,868.3427,69.23155,0,0.696,300,199.1111,300
76,873.0094,73.89831,0,0.7186667,300,199.1111,300
77,869.1281,70.01693,0,0.7180001,300,199.1111,300
78,871.2305,72.11942,0,0.7186667,300,199.1111,300
79,868.4821,69.37094,0,0.718,300,199.1111,300
80,869.287,70.17592,0,0.7093334,300,199.1111,300
81,870.626,71.51484,0,0.7013334,300,199.1111,300
82,871.9388,72.82774,0,0.712,300,199.1111,300
83,871.0439,71.93277,0,0.7053334,300,199.1111,300
84,867.3953,68.28423,0,0.7186667,300,199.1111,300
85,868.8257,69.71455,0,0.71,300,199.1111,300
86,868.3533,69.15326,0,0.6566666,300,199.2,300
87,867.8488,68.73771,0,0.694,300,199.1111,300
88,870.022,70.91092,0,0.7173333,300,199.1111,300
89,869.6901,70.57903,0,0.7286667,300,199.1111,300
90,870.0624,70.9513,0,0.7206667,300,199.1111,300
91,871.0801,71.96903,0,0.7313334,300,199.1111,300
92,870.8542,71.74306,0,0.6386667,300,199.1111,300
93,869.8607,70.74953,0,0.6886667,300,199.1111,300
94,871.8436,72.73248,0,0.6966667,300,199.1111,300
95,868.212,69.10085,0,0.706,300,199.1111,300
96,867.7105,68.59939,0,0.714,300,199.1111,300
97,873.188,74.07693,0,0.7133333,300,199.1111,300
98,875.3752,76.26405,0,0.7106667,300,199.1111,300
99,868.1895,69.07838,0,0.7026667,300,199.1111,300
100,868.6954,69.58429,0,0.6946667,300,199.1111,300
101,869.8321,70.72096,0,0.7053334,300,199.1111,300
102,871.308,72.19685,0,0.6946667,300,199.1111,300
103,868.2176,69.10649,0,0.718,300,199.1111,300
104,870.3914,71.2803,0,0.702,300,199.1111,300
105,869.1206,70.00951,0,0.7073334,300,199.1111,300
106,872.5703,73.37035,0,0.7193334,300,199.2,300
107,870.8478,71.73665,0,0.67,300,199.1111,300
108,869.2153,70.10419,0,0.7093334,300,199.1111,300
109,868.1267,69.01557,0,0.698,300,199.1111,300
110,867.9716,68.86042,0,0.7126667,300,199.1111,300
111,868.0385,68.92732,0,0.7146667,300,199.1111,300
112,872.2737,73.16258,0,0.6853334,300,199.1111,300
113,871.2287,72.11761,0,0.7186667,300,199.1111,300
114,873.4164,74.30529,0,0.678,300,199.1111,300
115,870.8144,71.70328,0,0.7120001,300,199.1111,300
116,868.2976,69.18649,0,0.7086667,300,199.1111,300
117,869.3498,70.23869,0,0.7493335,300,199.1111,300
118,873.0757,73.96457,0,0.6926666,300,199.1111,300
119,872.554,73.44285,0,0.7250001,300,199.1111,300
120,870.1874,71.07634,0,0.7073334,300,199.1111,300
121,871.8898,72.77868,0,0.6853334,300,199.1111,300
122,871.3489,72.23782,0,0.7306668,300,199.1111,300
123,868.4422,69.3311,0,0.7126667,300,199.1111,300
124,869.6736,70.56244,0,0.6853334,300,199.1111,300
125,868.6417,69.53061,0,0.7326667,300,199.1111,300
126,870.8741,71.763,0,0.7173334,300,199.1111,300
127,870.2476,71.13644,0,0.71,300,199.1111,300
128,871.308,72.19685,0,0.7186667,300,199.1111,300
129,874.0632,74.95215,0,0.712,300,199.1111,300
130,868.6609,69.54974,0,0.7173334,300,199.1111,300
131,873.2519,74.14076,0,0.698,300,199.1111,300
132,869.4384,70.32729,0,0.6953334,300,199.1111,300
133,869.1796,70.06848,0,0.6953334,300,199.1111,300
134,867.3157,68.20457,0,0.6986667,300,199.1111,300
135,871.5014,72.39027,0,0.6913334,300,199.1111,300
136,870.6194,71.50828,0,0.6986667,300,199.1111,300
137,867.3206,68.20945,0,0.712,300,199.1111,300
138,871.8528,72.65287,0,0.6953334,300,199.2,300
139,874.1685,75.05732,0,0.6853334,300,199.1111,300
140,871.0195,71.90837,0,0.6966667,300,199.1111,300
141,872.6171,73.50594,0,0.7226667,300,199.1111,300
142,868.8907,69.77963,0,0.7166667,300,199.1111,300
143,870.9342,71.8231,0,0.7066666,300,199.1111,300
144,871.1694,72.05825,0,0.7146667,300,199.1111,300
145,868.7375,69.62637,0,0.7006667,300,199.1111,300
146,870.4203,71.30921,0,0.6946667,300,199.1111,300
147,869.9174,70.80623,0,0.7166668,300,199.1111,300
148,868.8425,69.64256,0,0.7453334,300,199.2,300
149,870.3997,71.28856,0,0.7146667,300,199.1111,300
150,867.7101,68.59901,0,0.718,300,199.1111,300
151,870.6017,70.95731,0,0.7593333,300,199.6445,300
152,868.7916,69.68045,0,0.702,300,199.1111,300
153,869.5337,70.33369,0,0.7040001,300,199.2,300
154,870.4008,71.28969,0,0.7126667,300,199.1111,300
155,870.5394,71.42828,0,0.6986667,300,199.1111,300
156,871.7512,72.64009,0,0.7053334,300,199.1111,300
157,868.1391,69.02797,0,0.6933334,300,199.1111,300
158,871.5319,72.42075,0,0.7346667,300,199.1111,300
159,869.1484,70.03729,0,0.6886667,300,199.1111,300
160,870.3016,71.19052,0,0.7046667,300,199.1111,300
161,870.7949,71.68377,0,0.72,300,199.1111,300
162,871.6663,72.55521,0,0.6966667,300,199.1111,300
163,867.9928,68.79279,0,0.6953334,300,199.2,300
164,871.175,72.06385,0,0.7106667,300,199.1111,300
165,868.47,69.35887,0,0.7226667,300,199.1111,300
166,874.5558,74.82247,0,0.7373334,300,199.7334,300
167,872.1118,73.00073,0,0.728,300,199.1111,300
168,871.6118,72.50063,0,0.692,300,199.1111,300
169,873.6553,74.54423,0,0.7173334,300,199.1111,300
170,869.645,70.53384,0,0.7086667,300,199.1111,300
171,871.3308,72.21967,0,0.7113334,300,199.1111,300
172,873.4048,74.29375,0,0.6833333,300,199.1111,300
173,871.6062,72.4951,0,0.7006667,300,199.1111,300
174,871.3047,71.66028,0,0.7486666,300,199.6444,300
175,871.6716,72.56048,0,0.7206667,300,199.1111,300
176,871.4656,73.15453,0,0.7250001,300,198.3111,300
177,870.7099,71.59881,0,0.6853334,300,199.1111,300
178,869.1943,70.08315,0,0.7066666,300,199.1111,300
179,873.1776,74.06642,0,0.7006667,300,199.1111,300
180,867.7905,68.67944,0,0.7486668,300,199.1111,300
181,872.8319,73.18747,0,0.7473333,300,199.6444,300
182,868.5313,69.42019,0,0.6973334,300,199.1111,300
183,872.1277,73.0166,0,0.6853334,300,199.1111,300
184,868.9249,69.81381,0,0.7066666,300,199.1111,300
185,872.7332,73.62202,0,0.7166666,300,199.1111,300
186,868.6156,69.50447,0,0.7013333,300,199.1111,300
187,872.4113,73.30013,0,0.712,300,199.1111,300
188,872.4802,73.3691,0,0.698,300,199.1111,300
189,869.7667,70.65559,0,0.6853334,300,199.1111,300
190,872.6539,73.54279,0,0.7000001,300,199.1111,300
191,869.9336,70.82247,0,0.7100001,300,199.1111,300
192,875.0677,75.95657,0,0.6953334,300,199.1111,300
193,872.6077,73.49654,0,0.692,300,199.1111,300
194,872.8633,73.75223,0,0.7293334,300,199.1111,300
195,875.4023,76.29118,0,0.7066666,300,199.1111,300
196,871.3461,72.235,0,0.7306667,300,199.1111,300
197,873.9077,74.79662,0,0.6953334,300,199.1111,300
198,871.8759,72.76482,0,0.7046667,300,199.1111,300
199,871.9642,72.85313,0,0.73,300,199.1111,300
200,872.2933,73.18215,0,0.7033334,300,199.1111,300
201,870.3806,71.26948,0,0.7213334,300,199.1111,300
202,876.3193,77.20818,0,0.7080001,300,199.1111,300
203,871.717,72.60591,0,0.7053334,300,199.1111,300
204,872.1916,73.08047,0,0.7180001,300,199.1111,300
205,870.8046,71.69348,0,0.704,300,199.1111,300
206,872.3591,73.51469,0,0.7163334,300,198.8445,300
207,872.027,72.73818,0,0.7080001,300,199.2889,300
208,871.0626,71.95147,0,0.7273334,300,199.1111,300
209,873.6424,74.5313,0,0.696,300,199.1111,300
210,871.7599,72.64879,0,0.7213334,300,199.1111,300
211,877.5173,78.40614,0,0.7046667,300,199.1111,300
212,870.4572,71.34611,0,0.7106667,300,199.1111,300
213,874.0562,74.94508,0,0.7146667,300,199.1111,300
214,873.0692,74.22478,0,0.6976667,300,198.8444,300
215,874.1099,74.99872,0,0.6980001,300,199.1111,300
216,874.6896,75.57854,0,0.7046667,300,199.1111,300
217,872.7607,73.56067,0,0.6986667,300,199.2,300
218,872.0638,72.95275,0,0.7053334,300,199.1111,300
219,870.1022,70.99107,0,0.7353334,300,199.1111,300
220,870.0204,70.90933,0,0.7033333,300,199.1111,300
221,869.3813,70.18136,0,0.726,300,199.2,300
222,870.4419,71.33078,0,0.7406667,300,199.1111,300
223,875.6526,76.5415,0,0.708,300,199.1111,300
224,869.6884,70.57727,0,0.716,300,199.1111,300
225,870.7663,71.65517,0,0.734,300,199.1111,300
226,873.0987,73.98759,0,0.7430001,300,199.1111,300
227,870.6156,71.50447,0,0.6926666,300,199.1111,300
228,874.8521,76.00767,0,0.7263334,300,198.8444,300
229,870.3781,71.26691,0,0.7360001,300,199.1111,300
230,869.5729,70.37292,0,0.7173334,300,199.2,300
231,872.5456,73.70115,0,0.6916667,300,198.8445,300
232,869.8595,70.74841,0,0.7180001,300,199.1111,300
233,871.9694,72.85824,0,0.7166667,300,199.1111,300
234,870.7045,71.06004,0,0.758,300,199.6444,300
235,873.7625,74.65133,0,0.7113333,300,199.1111,300
236,870.9681,71.85696,0,0.7133334,300,199.1111,300
237,875.5709,76.45975,0,0.7106667,300,199.1111,300
238,873.8212,74.71009,0,0.6953334,300,199.1111,300
239,874.8403,75.72925,0,0.6846667,300,199.1111,300
240,870.47,71.35888,0,0.714,300,199.1111,300
241,869.1111,70,0,0.7273334,300,199.1111,300
242,873.0345,73.92338,0,0.7226667,300,199.1111,300
243,871.4994,72.38826,0,0.6986667,300,199.1111,300
244,873.3206,74.20944,0,0.706,300,199.1111,300
245,869.6475,70.53642,0,0.728,300,199.1111,300
246,876.1533,77.04215,0,0.6873333,300,199.1111,300
247,871.6368,72.4368,0,0.7233333,300,199.2,300
248,870.0863,70.88634,0,0.7013333,300,199.2,300
249,871.2516,72.14049,0,0.7513334,300,199.1111,300
250,871.7395,72.62836,0,0.7193333,300,199.1111,300
251,872.5824,73.47127,0,0.714,300,199.1111,300
252,876.2313,77.1202,0,0.7180001,300,199.1111,300
253,870.3602,71.24904,0,0.7070001,300,199.1111,300
254,871.8336,72.72243,0,0.7066666,300,199.1111,300
255,870.7101,71.59898,0,0.692,300,199.1111,300
256,870.3959,71.2848,0,0.7286667,300,199.1111,300
257,877.6712,78.56009,0,0.6936668,300,199.1111,300
258,871.1954,72.08428,0,0.7193334,300,199.1111,300
259,873.8774,74.76628,0,0.7313334,300,199.1111,300
260,877.8391,78.72797,0,0.7353334,300,199.1111,300
261,872.8109,73.69977,0,0.7110001,300,199.1111,300
262,874.1073,74.99618,0,0.728,300,199.1111,300
263,872.8251,73.71393,0,0.7080001,300,199.1111,300
264,872.4342,73.3231,0,0.6973333,300,199.1111,300
265,877.5709,78.45977,0,0.712,300,199.1111,300
266,873.1265,74.01533,0,0.7040001,300,199.1111,300
267,873.9449,74.83377,0,0.686,300,199.1111,300
268,872.1288,73.01774,0,0.7366667,300,199.1111,300
269,870.7305,71.61942,0,0.7273334,300,199.1111,300
270,869.9811,70.24776,0,0.758,300,199.7333,300
271,872.0767,72.96552,0,0.7106667,300,199.1111,300
272,875.7701,76.659,0,0.702,300,199.1111,300
273,873.3436,74.23244,0,0.7196667,300,199.1111,300
274,869.5479,70.43679,0,0.7180001,300,199.1111,300
275,870.8301,71.71902,0,0.7166667,300,199.1111,300
276,869.0549,69.9438,0,0.735,300,199.1111,300
277,878.097,78.98595,0,0.7130001,300,199.1111,300
278,870.9732,71.86208,0,0.7013333,300,199.1111,300
279,871.502,72.39081,0,0.7216668,300,199.1111,300
280,875.175,76.06385,0,0.7320001,300,199.1111,300
281,875.8902,76.77907,0,0.7173334,300,199.1111,300
282,874.3244,75.21328,0,0.7073333,300,199.1111,300
283,873.6695,74.82504,0,0.7063334,300,198.8445,300
284,869.53,70.4189,0,0.7076668,300,199.1111,300
285,874.1134,76.06897,0,0.752,300,198.0444,300
286,869.7114,70.60027,0,0.7033334,300,199.1111,300
287,871.4636,72.35249,0,0.7233334,300,199.1111,300
288,868.871,69.7599,0,0.7233333,300,199.1111,300
289,871.668,72.55683,0,0.7173334,300,199.1111,300
290,875.4764,76.36526,0,0.6953334,300,199.1111,300
291,873.0626,73.95147,0,0.7093333,300,199.1111,300
292,875.4559,76.34483,0,0.7013333,300,199.1111,300
293,871.292,72.09196,0,0.7166667,300,199.2,300
294,871.3793,72.2682,0,0.7213334,300,199.1111,300
295,869.3998,70.28864,0,0.6973334,300,199.1111,300
296,869.5959,70.3959,0,0.7206668,300,199.2,300
297,868.8838,69.77267,0,0.6986668,300,199.1111,300
298,873.7037,74.59261,0,0.7063335,300,199.1111,300
299,870.4751,71.36398,0,0.7346667,300,199.1111,300
300,877.0601,77.94891,0,0.6993334,300,199.1111,300
301,872.5824,73.47128,0,0.7073334,300,199.1111,300
302,875.1494,76.03831,0,0.6993334,300,199.1111,300
303,874.2886,75.17752,0,0.6973333,300,199.1111,300
304,869.364,70.25287,0,0.6986667,300,199.1111,300
305,869.8059,70.69476,0,0.7193334,300,199.1111,300
306,868.4036,69.29247,0,0.7330001,300,199.1111,300
307,871.7333,72.88889,0,0.7163335,300,198.8445,300
308,872.3372,73.22604,0,0.7483333,300,199.1111,300
309,873.9157,74.8046,0,0.7106668,300,199.1111,300
310,873.2082,74.09708,0,0.7130001,300,199.1111,300
311,871.7267,72.61558,0,0.7046667,300,199.1111,300
312,875.2925,76.18134,0,0.7163334,300,199.1111,300
313,871.1136,72.00256,0,0.7306668,300,199.1111,300
314,872.7612,73.65007,0,0.7150001,300,199.1111,300
315,872.6636,73.4636,0,0.7430001,300,199.2,300
316,871.1826,72.07152,0,0.7163334,300,199.1111,300
317,871.3538,72.24265,0,0.708,300,199.1111,300
318,871.295,72.18391,0,0.7163334,300,199.1111,300
319,871.8243,73.24649,0,0.7113334,300,198.5778,300
320,871.0063,71.89526,0,0.7183334,300,199.1111,300
321,873.7717,74.92722,0,0.7176667,300,198.8445,300
322,871.8989,73.05444,0,0.6943334,300,198.8445,300
323,872.7029,74.12516,0,0.7113335,300,198.5778,300
324,871.8135,72.70243,0,0.7293333,300,199.1111,300
325,871.7269,72.61574,0,0.7206667,300,199.1111,300
326,871.1648,72.05365,0,0.712,300,199.1111,300
327,872.5952,73.48405,0,0.7153333,300,199.1111,300
328,870.3882,71.27714,0,0.7530001,300,199.1111,300
329,872.4128,73.56833,0,0.7113334,300,198.8445,300
330,871.4508,72.33972,0,0.7446668,300,199.1111,300
331,873.0677,73.95657,0,0.7,300,199.1111,300
332,873.4738,74.3627,0,0.7053334,300,199.1111,300
333,871.1776,72.06641,0,0.7073334,300,199.1111,300
334,869.6219,70.51086,0,0.7236667,300,199.1111,300
335,869.3742,70.26309,0,0.7006668,300,199.1111,300
336,872.3346,73.2235,0,0.7306668,300,199.1111,300
337,873.4534,74.34228,0,0.7130001,300,199.1111,300
338,869.2695,70.15836,0,0.6980001,300,199.1111,300
339,870.848,71.73692,0,0.7213334,300,199.1111,300
340,874.3423,75.23116,0,0.7213334,300,199.1111,300
341,873.8314,74.72031,0,0.71,300,199.1111,300
342,870.4496,71.33844,0,0.6973334,300,199.1111,300
343,876.1073,76.99617,0,0.7180001,300,199.1111,300
344,873.2414,74.13026,0,0.7053334,300,199.1111,300
345,871.1494,72.03831,0,0.7293335,300,199.1111,300
346,877.6322,78.52107,0,0.6976668,300,199.1111,300
347,874.4368,75.32568,0,0.7140001,300,199.1111,300
348,869.1392,70.02809,0,0.712,300,199.1111,300
349,874.0312,74.12006,0,0.768,300,199.9111,300
350,873.3615,74.25032,0,0.7053334,300,199.1111,300
351,872.2452,73.13411,0,0.7343334,300,199.1111,300
352,868.355,69.24393,0,0.7083334,300,199.1111,300
353,871.4968,72.3857,0,0.7286667,300,199.1111,300
354,868.9987,69.8876,0,0.7163334,300,199.1111,300
355,875.9438,76.8327,0,0.7086667,300,199.1111,300
356,871.9336,72.82249,0,0.715,300,199.1111,300
357,872.8276,73.71648,0,0.7373334,300,199.1111,300
358,871.2414,72.13027,0,0.7250001,300,199.1111,300
359,874.6922,75.58109,0,0.7293334,300,199.1111,300
360,870.4828,71.37165,0,0.7240001,300,199.1111,300
361,870.7357,71.62452,0,0.7296668,300,199.1111,300
362,872.071,72.87103,0,0.6953334,300,199.2,300
363,871.8237,72.71265,0,0.7313334,300,199.1111,300
364,871.6731,72.56195,0,0.7183333,300,199.1111,300
365,869.9985,70.62068,0,0.7120001,300,199.3778,300
366,872.4886,73.37746,0,0.7210001,300,199.1111,300
367,872.1288,73.01764,0,0.7326667,300,199.1111,300
368,874.9272,75.8161,0,0.7240001,300,199.1111,300
369,871.645,72.53384,0,0.7206668,300,199.1111,300
370,871.0667,71.77779,0,0.7206668,300,199.2889,300
371,868.6808,69.56964,0,0.7120001,300,199.1111,300
372,873.8212,74.71008,0,0.7086667,300,199.1111,300
373,874.5645,75.45338,0,0.7343334,300,199.1111,300
374,870.7152,71.60409,0,0.6963334,300,199.1111,300
375,876.5518,77.44062,0,0.7263335,300,199.1111,300
376,872.9114,73.26691,0,0.7686668,300,199.6444,300
377,873.3762,74.17625,0,0.7220001,300,199.2,300
378,872.377,73.08812,0,0.7173334,300,199.2889,300
379,876.942,77.74201,0,0.7066668,300,199.2,300
380,870.5645,71.45338,0,0.7263334,300,199.1111,300
381,871.4958,72.20689,0,0.7096668,300,199.2889,300
382,876.0281,76.91699,0,0.722,300,199.1111,300
383,872.5952,73.48404,0,0.7353335,300,199.1111,300
384,871.2945,72.98339,0,0.7083335,300,198.3111,300
385,872.5282,73.32823,0,0.7183334,300,199.2,300
386,871.5469,72.25798,0,0.7406667,300,199.2889,300
387,872.3412,73.05235,0,0.7220001,300,199.2889,300
388,871.1136,72.00255,0,0.7240001,300,199.1111,300
389,870.2733,71.16219,0,0.7436668,300,199.1111,300
390,875.1024,75.81355,0,0.7076668,300,199.2889,300
391,872.7377,73.53767,0,0.7013334,300,199.2,300
392,871.4861,72.28609,0,0.7073334,300,199.2,300
393,872.4266,73.31544,0,0.7263334,300,199.1111,300
394,873.2644,74.15327,0,0.7253335,300,199.1111,300
395,873.3972,74.28608,0,0.7353334,300,199.1111,300
396,871.6986,72.58749,0,0.7013334,300,199.1111,300
397,871.5351,72.424,0,0.7193335,300,199.1111,300
398,873.9296,74.55178,0,0.7113334,300,199.3778,300
399,878.1047,78.99362,0,0.7020001,300,199.1111,300
400,871.7318,72.62068,0,0.7106668,300,199.1111,300
401,876.7142,77.86974,0,0.7270001,300,198.8444,300
402,871.108,71.90806,0,0.7086667,300,199.2,300
403,876.1839,77.0728,0,0.7110001,300,199.1111,300
404,871.2516,72.14048,0,0.7463334,300,199.1111,300
405,872.4036,73.29247,0,0.7150001,300,199.1111,300
406,870.1354,71.02427,0,0.7036667,300,199.1111,300
407,875.8059,76.69476,0,0.7166668,300,199.1111,300
408,873.0569,73.85696,0,0.7296668,300,199.2,300
409,871.485,72.10728,0,0.7240001,300,199.3778,300
410,872.0179,72.90678,0,0.7120001,300,199.1111,300
411,874.8189,75.97444,0,0.7226668,300,198.8445,300
412,878.9318,79.7318,0,0.7226667,300,199.2,300
413,873.3712,74.17114,0,0.7103334,300,199.2,300
414,871.1877,72.07663,0,0.7140001,300,199.1111,300
415,873.3916,74.19158,0,0.7146667,300,199.2,300
416,872.8782,73.67816,0,0.7273334,300,199.2,300
417,877.9152,78.7152,0,0.6970001,300,199.2,300
418,873.9024,74.70242,0,0.7170001,300,199.2,300
419,876.0506,76.85058,0,0.7103334,300,199.2,300
420,874.5466,75.4355,0,0.7226667,300,199.1111,300
421,880.4465,81.24648,0,0.7036667,300,199.2,300
422,873.248,73.95913,0,0.7270001,300,199.2889,300
423,872.9885,73.8774,0,0.7070001,300,199.1111,300
424,879.7083,80.5083,0,0.6956667,300,199.2,300
425,875.5045,76.39336,0,0.7210001,300,199.1111,300
426,874.5921,75.39208,0,0.7243334,300,199.2,300
427,873.6405,74.44053,0,0.7293335,300,199.2,300
428,873.274,74.07407,0,0.7230001,300,199.2,300
429,872.2427,73.13155,0,0.7020001,300,199.1111,300
430,874.471,74.64879,0,0.7613334,300,199.8222,300
431,871.1111,71.99999,0,0.7076668,300,199.1111,300
432,875.4227,76.31162,0,0.7140001,300,199.1111,300
433,870.6678,71.55676,0,0.7083334,300,199.1111,300
434,876.7458,77.63474,0,0.7186668,300,199.1111,300
435,872.0204,72.90932,0,0.7283334,300,199.1111,300
436,871.6424,72.53129,0,0.7103335,300,199.1111,300
437,874.1635,75.05237,0,0.7186669,300,199.1111,300
438,878.5737,79.2848,0,0.7226668,300,199.2889,300
439,876.1839,77.0728,0,0.7143334,300,199.1111,300
440,877.1724,78.06131,0,0.7036668,300,199.1111,300
441,877.8999,78.69987,0,0.7016667,300,199.2,300
442,876.3949,77.106,0,0.7236668,300,199.2889,300
443,871.7241,72.61304,0,0.7080001,300,199.1111,300
444,872.5518,73.44062,0,0.705,300,199.1111,300
445,876.7495,77.37165,0,0.7113334,300,199.3778,300
446,872.3116,73.20052,0,0.7086667,300,199.1111,300
447,879.4279,80.31673,0,0.7080001,300,199.1111,300
448,872.7295,73.44061,0,0.7093333,300,199.2889,300
449,873.0237,73.82376,0,0.7310001,300,199.2,300
450,872.3985,73.28736,0,0.7126668,300,199.1111,300
451,876.7625,77.47359,0,0.7070001,300,199.2889,300
452,877.1055,77.90549,0,0.7153335,300,199.2,300
453,874.0378,74.83779,0,0.7203335,300,199.2,300
454,877.3512,78.2401,0,0.6946667,300,199.1111,300
455,875.7701,76.659,0,0.702,300,199.1111,300
456,877.1515,77.95148,0,0.7253333,300,199.2,300
457,874.1267,74.83781,0,0.6886667,300,199.2889,300
458,875.6935,76.58238,0,0.7053334,300,199.1111,300
459,873.3722,73.9055,0,0.7266667,300,199.4667,300
460,873.9147,74.62579,0,0.7093333,300,199.2889,300
461,873.8232,74.62325,0,0.72,300,199.2,300
462,874.6687,75.46872,0,0.722,300,199.2,300
463,871.6802,72.48021,0,0.696,300,199.2,300
464,872.9517,73.66284,0,0.7133334,300,199.2889,300
465,873.9331,74.73308,0,0.7273334,300,199.2,300
466,873.0212,73.82121,0,0.6973333,300,199.2,300
467,874.6708,75.38187,0,0.6926666,300,199.2889,300
468,878.3617,79.07279,0,0.6993333,300,199.2889,300
469,875.2347,75.85696,0,0.69,300,199.3778,300
470,877.4595,78.08173,0,0.706,300,199.3778,300
471,874.3009,75.1009,0,0.682,300,199.2,300
472,873.438,73.88251,0,0.716,300,199.5555,300
473,873.6649,74.46489,0,0.7066666,300,199.2,300
474,876.7653,77.47637,0,0.7133332,300,199.2889,300
475,876.115,76.91501,0,0.724,300,199.2,300
476,876.7689,77.65773,0,0.7153333,300,199.1111,300
477,874.7724,75.39465,0,0.7246667,300,199.3778,300
478,878.0613,78.50574,0,0.714,300,199.5555,300
479,875.1106,75.46616,0,0.728,300,199.6445,300
480,872.5099,73.22095,0,0.7353334,300,199.2889,300
481,874.727,75.43806,0,0.7273334,300,199.2889,300
482,872.2104,72.8327,0,0.7233333,300,199.3778,300
483,874.9735,75.86237,0,0.7033333,300,199.1111,300
484,875.8922,76.69215,0,0.7186667,300,199.2,300
485,874.5209,75.14311,0,0.7353334,300,199.3778,300
486,872.8203,73.53133,0,0.7266667,300,199.2889,300
487,875.4687,76.35759,0,0.7,300,199.1111,300
